Inventory Type,Sectors Sector,Category Full,Category Label,Source Full,Source Label,Source Units,CY 2005 Consumed,CY 2005 tCO2e (100 yr GWP),CY 2005 Source MMBtu,CY 2005 tCO2e (20 yr GWP),CY 2006 Consumed,CY 2006 tCO2e (100 yr GWP),CY 2006 Source MMBtu,CY 2006 tCO2e (20 yr GWP),CY 2007 Consumed,CY 2007 tCO2e (100 yr GWP),CY 2007 Source MMBtu,CY 2007 tCO2e (20 yr GWP),CY 2008 Consumed,CY 2008 tCO2e (100 yr GWP),CY 2008 Source MMBtu,CY 2008 tCO2e (20 yr GWP),CY 2009 Consumed,CY 2009 tCO2e (100 yr GWP),CY 2009 Source MMBtu,CY 2009 tCO2e (20 yr GWP),CY 2010 Consumed,CY 2010 tCO2e (100 yr GWP),CY 2010 Source MMBtu,CY 2010 tCO2e (20 yr GWP),CY 2011 Consumed,CY 2011 tCO2e (100 yr GWP),CY 2011 Source MMBtu,CY 2011 tCO2e (20 yr GWP),CY 2012 Consumed,CY 2012 tCO2e (100 yr GWP),CY 2012 Source MMBtu,CY 2012 tCO2e (20 yr GWP),CY 2013 Consumed,CY 2013 tCO2e (100 yr GWP),CY 2013 Source MMBtu,CY 2013 tCO2e (20 yr GWP),CY 2014 Consumed,CY 2014 tCO2e (100 yr GWP),CY 2014 Source MMBtu,CY 2014 tCO2e (20 yr GWP),CY 2015 Consumed,CY 2015 tCO2e (100 yr GWP),CY 2015 Source MMBtu,CY 2015 tCO2e (20 yr GWP),CY 2016 Consumed,CY 2016 tCO2e (100 yr GWP),CY 2016 Source MMBtu,CY 2016 tCO2e (20 yr GWP),CY 2017 Consumed,CY 2017 tCO2e (100 yr GWP),CY 2017 Source MMBtu,CY 2017 tCO2e (20 yr GWP),CY 2018 Consumed,CY 2018 tCO2e (100 yr GWP),CY 2018 Source MMBtu,CY 2018 tCO2e (20 yr GWP),CY 2019 Consumed,CY 2019 tCO2e (100 yr GWP),CY 2019 Source MMBtu,CY 2019 tCO2e (20 yr GWP),CY 2020 Consumed,CY 2020 tCO2e (100 yr GWP),CY 2020 Source MMBtu,CY 2020 tCO2e (20 yr GWP),CY 2021 Consumed,CY 2021 tCO2e (100 yr GWP),CY 2021 Source MMBtu,CY 2021 tCO2e (20 yr GWP),CY 2022 Consumed,CY 2022 tCO2e (100 yr GWP),CY 2022 Source MMBtu,CY 2022 tCO2e (20 yr GWP),CY 2023 Consumed,CY 2023 tCO2e (100 yr GWP),CY 2023 Source MMBtu,CY 2023 tCO2e (20 yr GWP),2005 - 2022 % change Consumed,2005 - 2022 % change tCO2e,2005 - 2022 % change Source MMBtu,2005 - 2022 % change tCO2e 20 yr GWP
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,CNG,Natural gas,VMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33840.13,57.4,983.32,68.33,67890.07,103.59,1972.73,109.72,132671.73,283.11,3855.14,405.34,177444.02,378.66,5156.12,542.14,222492.62,507.26,6465.13,679.77,267818.82,649.68,7782.2,818.25,313423.9,798.43,9107.38,1264.31,262467.25,668.62,7626.7,1058.76,100,100,100,100
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Gasoline,Gasoline,VMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272993.35,427.83,6146.39,428.37,547679.25,869.43,12330.89,869.65,824065.58,1248.41,18553.68,1253.4,1102160.25,1669.7,24814.93,1676.38,1381971.18,2069.54,31114.82,2101.98,1663506.35,2462.18,37453.53,2530.19,1946773.76,2853.2,43831.24,2872.51,1952808.75,2862.04,43967.12,2881.41,100,100,100,100
GPC,Transportation,For Hire,For hire vehicles,Gasoline,Gasoline,VMT,1985823083,1280453.84,19787676.37,1281774.76,1985823083,1279841.85,19656903.32,1281161.62,1985823083,1298180.3,19517151.17,1299653.53,1985823083,1282314.96,19303514.02,1283697.42,1983837259.92,1263872.29,19050207.3,1265163.01,1985823083,1247245.15,18823076.21,1248448.42,2075750180,1283869.75,19399582.48,1285035.91,2067222448,1260962.28,19075751.81,1262038.14,2082276524,1255339.48,19012261.08,1256342.33,2258424839,1349621.97,20463204.32,1350627.09,2239086423,1291323.79,19602925.58,1292206.72,2206395319,1179948.04,18813995.84,1180865.64,2044735615,1144328.56,17372560.92,1145103.5,2379098747,1116379.18,0,1117592.79,2914674537.8,1366205.25,25084654.59,1367690.39,1334379043.6,593219.72,11459431.85,625181.56,1536403976.09,651624.27,13370297.59,726722.84,1974190713.73,802450.21,17416983.9,803636.9,2096321271.83,846499.83,18225966.57,847750.95,5.56435212058616,-33.8906406809636,-7.89233546576344,-33.8611605989183
GPC,Transportation,For Hire,For hire vehicles,Diesel,Diesel,VMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998168.74,1100.83,23033.55,1113.03,2163386.25,1191.85,24938.07,1205.06,100,100,100,100
GPC,Transportation,For Hire,For hire vehicles,Electricity,Electricity,VMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335714.76,126.42,3486.46,116.14,7720623,782.49,20152.22,671.33,21979856.12,2437.77,22498.58,2440.27,64901587.36,7201.63,66433.26,7208.93,100,100,100,100
GPC,Transportation,School Bus,School buses,Gasoline,Gasoline,VMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6165880.17,4837.28,65463.4,4850.54,12584063.72,8810.52,133605.51,8819.52,19254550.65,19283.96,0,19396.48,26177340.96,26217.33,277925.89,26370.3,33352434.65,35815.92,354104.15,33598.29,40779831.71,46741.72,294105.22,41080.43,49205405.23,59365.14,354870.68,59824.27,53771088.79,64873.53,387798.51,65375.26,100,100,100,100
GPC,Transportation,School Bus,School buses,Diesel,Diesel,VMT,51309025,49463.29,650953.34,49517.66,52663657.39,50769.19,676013.14,50825,54018289.77,50895.32,701478,50931.56,55372922.16,52776.32,727347.91,52824.23,56727554.55,54686.9,753622.89,54747.01,58082186.93,56627.06,780302.92,56699.91,59436819.32,58596.82,807388.02,58682.91,60791451.71,60596.15,834878.17,60696.03,62146084.09,62625.08,862773.38,62739.27,63500716.48,64683.2,891073.66,64812.23,64855348.87,66771.68,919778.99,66916.07,60041632.4,64022.7,851510.83,64149.14,54982267.99,56606.87,779758.89,56729.28,49663878.19,57651.02,0,57740.22,44093083.99,51184.31,625328.41,51263.5,38277048.26,45638.88,542845.35,44501.66,32201580.73,39409.47,323382.72,37438.2,26256851.98,32823.48,263683.08,32862.95,28693179.39,35869.11,288149.78,35912.25,-44.0777146125852,-27.4833720118496,-55.734188259945,-27.4758742638485
GPC,Transportation,School Bus,School buses,Electricity,Electricity,VMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream CNG,Upstream CNG,VMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Downstream CNG,Downstream CNG,VMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream CNG,Upstream CNG,VMT,0,0,0,0,207512.59,0,2607.33,8.92,425842.58,0,5208.7,28.16,633521.19,0,7537.84,56.53,804560.59,0,9304.86,90.39,1000274.46,0,11235.05,135.5,1181682.19,0,12878.9,187.39,1374297.45,0,14520.29,249.7,1624978.9,0,16627.48,332.81,1892485.97,0,18734.19,431.34,2186329.15,0,20914.57,548.85,1927977.9,0,18443.16,42637.14,1674253.88,0,16016.02,68402.39,1422095.31,0,13603.86,84751.11,1723036.78,0,16585.01,134976.57,1319045.86,0,12726.17,103329.36,1312449.12,0,12698.99,102812.59,1249609.37,0,12134.79,164241.8,1039662.15,0,10125.28,136647.49,100,0,100,100
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Downstream CNG,Downstream CNG,VMT,0,0,0,0,207512.59,0,2607.33,8.92,425842.58,0,5208.7,28.16,633521.19,0,7537.84,56.53,804560.59,0,9304.86,90.39,1000274.46,0,11235.05,135.5,1181682.19,0,12878.9,187.39,1374297.45,0,14520.29,249.7,1624978.9,0,16627.48,332.81,1892485.97,0,18734.19,431.34,2186329.15,0,20914.57,548.85,1927977.9,0,18443.16,42637.14,1674253.88,0,16016.02,68402.39,1422095.31,0,13603.86,84751.11,1723036.78,0,16585.01,134976.57,1319045.86,0,12726.17,103329.36,1312449.12,0,12698.99,102812.59,1249609.37,0,12134.79,164241.8,1039662.15,0,10125.28,136647.49,100,0,100,100
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream CNG,Upstream CNG,VMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644655.11,0,23623.19,9059.73,1306198.98,0,47865.27,33328.83,2038686.31,0,0,75386.89,2782465.5,0,101962.61,134783.88,3252536.62,0,119188.22,157554.34,4253843.88,0,155880.83,206058.12,5116784.32,0,0,414034.41,4977564.31,0,0,402769.16,100,0,0,100
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Downstream CNG,Downstream CNG,VMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644655.11,0,23623.19,9059.73,1306198.98,0,47865.27,33328.83,2038686.31,0,0,75386.89,2782465.5,0,101962.61,134783.88,3252536.62,0,119188.22,157554.34,4253843.88,0,155880.83,206058.12,5116784.32,0,0,414034.41,4977564.31,0,0,402769.16,100,0,0,100
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Upstream CNG,Upstream CNG,VMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33840.13,0,983.32,1167.05,67890.07,0,1972.73,3787.24,132671.73,0,3855.14,10226.68,177444.02,0,5156.12,17456.99,222492.62,0,6465.13,21888.88,267818.82,0,7782.2,26348.09,313423.9,0,9107.38,49747.82,262467.25,0,7626.7,41659.79,100,0,100,100
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Downstream CNG,Downstream CNG,VMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33840.13,0,983.32,1167.05,67890.07,0,1972.73,3787.24,132671.73,0,3855.14,10226.68,177444.02,0,5156.12,17456.99,222492.62,0,6465.13,21888.88,267818.82,0,7782.2,26348.09,313423.9,0,9107.38,49747.82,262467.25,0,7626.7,41659.79,100,0,100,100
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream Electricity,Upstream Electricity,VMT,0,0,0,0,188770.47,0,492.72,21.32,379161.6,0,989.68,38.4,550757.29,0,1437.58,55.79,727182.05,0,1898.08,68.84,909382.11,0,2373.65,83.7,1063161.44,0,2775.04,104.28,1226104.25,0,3200.35,117.43,1406993.82,0,3672.51,119.9,1583482.92,0,4133.18,126.3,1813721.5,0,4734.14,133.04,51579462.06,0,134631.68,3773.91,87437912.78,0,228228.69,5557.39,124490113.08,0,31108.78,8169.52,159596277.86,0,416575.01,10350.67,159102026.52,0,415284.93,10318.62,229628106.67,0,599370.69,14892.61,274957546.26,0,321924.58,23519.89,389504965.46,0,454460.89,33652.65,100,0,100,100
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream Electricity,Upstream Electricity,VMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484245.59,0,3918.3,109.84,989858.74,0,8009.5,195.03,1532410.74,0,12399.59,311.74,2070892.22,0,16756.74,416.36,2252897.3,0,18229.45,452.95,3001733.65,0,24288.7,603.5,3771484.98,0,30517.19,1000.1,10614688.92,0,85889.37,2842.99,100,0,100,100
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream Electricity,Upstream Electricity,VMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679590.47,0,13232.95,332.7,927510.28,0,18060.43,448.75,1084192.45,0,21111.33,524.55,1417955.36,0,27610.35,686.04,1705594.77,0,0,1088.39,1894752.86,0,4586.9,1221.23,100,0,100,100
CLCPA Addition,Transportation,School Bus,School buses,Upstream Electricity,Upstream Electricity,VMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLCPA Addition,Transportation,For Hire,For hire vehicles,Upstream Electricity,Upstream Electricity,VMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335714.76,0,3486.46,86.63,7720623,0,20152.22,500.72,21979856.12,0,22498.58,1880.16,64901587.36,0,66433.26,5607.4,100,0,100,100
GPC,Transportation,Buses,Buses,Diesel,Diesel,VMT,339477973.55,674530.21,9300446.98,674663.89,322626655.74,640397.9,8829112.84,640608.16,323209653.2,640904.59,8835400.98,641198.59,270725155.26,536286.21,7392582.69,536602.29,267982573.48,530313.98,7309712.4,530695.98,266429810.18,526704.95,7259441.75,527153.45,252812610.79,499276.27,6880917.19,499767.05,253623586.61,500367.38,6895486.93,500925.15,253820639.81,500245.27,6893351.91,500868.94,259790075.16,511487.52,7048365.94,512192.85,250565731.63,492821.66,6790209.22,493566.57,243438549.35,476984.23,6597066.05,477869.77,238732893.25,466234.78,6469545.06,467239.23,240132444.92,467429.71,6507472.23,468576.86,220337837.57,427487,5971048.02,428665.13,173681281.78,335853.96,4706678.09,336881.57,202132231.52,389575.72,5477684.97,390886.84,208939390.89,413191.14,5662155.67,403034.43,217598675.85,430315.44,5633966.4,430336.75,-35.9019751489264,-36.2051641838251,-39.4226276208501,-36.2146460810286
GPC,Transportation,Buses,Buses,CNG,Natural gas,VMT,6523813.14,12532.5,247859.85,12535.75,6537035.49,12412.81,247859.85,12417.98,40484746.73,75975.68,1531931.04,76019.54,42055202.25,77989.48,1588150.77,78047.34,40570785.48,74336.25,1529013.78,74403.92,37590231.83,68040.81,1413841.49,68114.48,36192538.21,64707.62,1358545.67,64789.13,37340822.5,65931.84,1398847.29,66026.85,38351608.59,66865.37,1433847.52,66974.16,39662225.57,68269.24,1349170.12,68393.33,40318337.23,68504.64,1353506.32,68642.57,40655649.85,70819.53,1364830.07,73786.04,36798317.11,65451.59,1235337.52,70330.23,39251095.26,71255.61,1317678.48,78799.21,30250532.33,56027.02,1015525.18,63644.08,21419168.25,40456.99,719051.96,47127.14,33248656.15,64021.73,1116173.66,76357.68,43719633.61,73474.19,1467689.5,103914.63,45325026.96,76172.18,1452467.94,76248.91,594.762801866517,507.797167364851,486.003719440644,508.251680194643
CLCPA Addition,Transportation,Buses,Buses,Upstream CNG,Upstream CNG,VMT,6523813.14,0,247859.85,365.84,6537035.49,0,247859.85,580.84,40484746.73,0,1531931.04,4924.12,42055202.25,0,1588150.77,6493.53,40570785.48,0,1529013.78,7594.08,37590231.83,0,1413841.49,8268.23,36192538.21,0,1358545.67,9147.05,37340822.5,0,1398847.29,10661.14,38351608.59,0,1433847.52,12206.74,39662225.57,0,1349170.12,13923.86,40318337.23,0,1353506.32,15475.66,40655649.85,0,1364830.07,332797.51,36798317.11,0,1235337.52,547306.08,39251095.26,0,1317678.48,846272.97,30250532.33,0,1015525.18,854512.75,21419168.25,0,719051.96,748283.43,33248656.15,0,1116173.66,1383895.14,43719633.61,0,1505802.85,59055.38,45325026.96,0,1452467.94,59055.38,594.762801866517,0,486.003719440644,16042.40651651
CLCPA Addition,Transportation,Buses,Buses,Downstream CNG,Downstream CNG,VMT,6523813.14,0,247859.85,365.84,6537035.49,0,247859.85,580.84,40484746.73,0,1531931.04,4924.12,42055202.25,0,1588150.77,6493.53,40570785.48,0,1529013.78,7594.08,37590231.83,0,1413841.49,8268.23,36192538.21,0,1358545.67,9147.05,37340822.5,0,1398847.29,10661.14,38351608.59,0,1433847.52,12206.74,39662225.57,0,1349170.12,13923.86,40318337.23,0,1353506.32,15475.66,40655649.85,0,1364830.07,332797.51,36798317.11,0,1235337.52,547306.08,39251095.26,0,1317678.48,846272.97,30250532.33,0,1015525.18,854512.75,21419168.25,0,719051.96,748283.43,33248656.15,0,1116173.66,1383895.14,43719633.61,0,1505802.85,8611.62,45325026.96,0,1452467.94,8611.62,594.762801866517,0,486.003719440644,2253.93068007872
GPC,Transportation,Railways,Railways,Electricity - subway and commuter rail,Electricity,kWh,2223041707.65,1108101.94,19341796.68,1109649.97,2140907587.58,899645.16,18627180.56,900763.45,2158819942.68,915935.3,18783028.79,917074.44,2233046139.92,850298.62,19428841.25,851345.05,2382461920.32,797434.1,20728848.18,798396.83,2218898721.62,758085.28,19305750.22,758975.67,2114957235.83,655276.78,18401396.93,655977.93,2173059596.96,707583.27,18906922.33,708387.67,2212254150.92,659696.1,19247938.47,660427.47,2154131108.12,703650.65,18742233.12,704466.82,2163557443.17,690384.02,18824247.89,691188.47,2128891160.85,683325.91,18522630.43,684123.25,2104459509.88,589965.7,18310060.41,590609.25,2195841805.3,675197.25,19105141.21,675949.56,2229864150.72,645635.99,19401156.03,646308.52,1851196246.62,584020.16,16106518.06,536554.62,1992455247.51,673120.53,17335556.13,577497.42,1994719603.03,737795.53,17355257.38,738199.53,1994719603.03,737795.53,17355257.38,738199.53,-10.2707071952043,-33.4180815530383,-10.270707178171,-33.4745595496208
GPC,Transportation,Railways,Railways,Diesel - commuter rail,Diesel,gallon,1375601.3,14233.32,191731.31,14291.97,1400047.04,14486.26,195138.56,14545.96,1400047.04,14486.26,195138.56,14545.96,1408755.52,14576.37,196352.34,14636.43,1364645.28,14119.96,190204.26,14178.15,1337774.13,13841.92,186458.96,13898.96,1370975.43,14185.46,191086.55,14243.91,1252326.23,12957.79,174549.23,13011.19,1441746.75,14917.72,200950.66,14979.2,1445165.5,14953.1,201427.17,15014.72,1440318.85,14902.95,200751.64,14964.37,1328500.45,13745.97,185166.39,13802.61,1426605.45,14761.06,198840.27,14821.89,1461415.38,15121.24,203692.07,15183.55,1691957.64,17506.65,235825.06,17578.8,1291342.37,13361.49,179987.3,13416.56,1480224.41,15315.85,206313.68,15378.97,1582281.99,16371.84,220538.46,16439.31,1582281.99,16371.84,220538.46,16439.31,15.0247524482566,15.0247447538593,15.0247500004042,15.0248006397998
CLCPA Addition,Transportation,Railways,Railways,Upstream Electricity,Upstream Electricity,kWh,2223041707.65,0,19341796.68,699157.79,2140907587.58,0,18627180.56,806150.49,2158819942.68,0,18783028.79,728874.02,2233046139.92,0,19428841.25,753934.72,2382461920.32,0,20728848.18,751753.31,2218898721.62,0,19305750.22,680753.09,2114957235.83,0,18401396.93,691514.48,2173059596.96,0,18906922.33,693752.1,2212254150.92,0,19247938.47,628393.42,2154131108.12,0,18742233.12,572717.21,2163557443.17,0,18824247.89,528987.23,2128891160.85,0,18522630.43,519214.43,2104459509.88,0,18310060.41,445851.32,2195841805.3,0,19105141.21,480332.14,2229864150.72,0,19401156.03,482061.95,1851196246.62,0,16106518.06,400199.84,1992455247.51,0,17335556.13,430737.84,1994719603.03,0,17355257.38,574469.41,1994719603.03,0,17355257.38,574469.41,-10.2707071952043,0,-10.270707178171,-17.8340829185355
GPC,Transportation,Marine Navigation,Marine Navigation,Diesel - marine navigation,Marine diesel,gallon,4820479.61,50737.18,671878.45,52384.11,4584689.5,48255.41,639014.02,49821.78,3135128.85,32998.29,436974.26,34069.42,4333150.72,45607.88,603954.55,47088.31,4353756.39,45824.76,606826.57,47312.24,4979305.3,52408.88,694015.57,54110.07,5195635.79,54685.83,724167.72,56460.93,3053309.6,32137.12,425570.29,33180.29,8636341,90900.42,1203733.21,93851.05,5091416.5,53588.88,709641.63,55328.38,5377481,56599.81,749513.3,58437.04,8307993,87444.44,1157968.06,90282.89,5897877.05,62077.16,822046.1,64092.18,9831136.38,103476.04,1370263.79,106834.88,9558681,100608.36,1252774.2,103874.11,7946576.2,83640.41,1247176.97,86355.38,8948034,94181.09,94603767.8,97238.21,8988192,94603.77,1252774.2,97674.61,9388172.1,98813.69,1308523.43,102021.19,94.7559757440816,94.7559757952649,94.7559755786184,94.7559861186913
GPC,Transportation,Marine Navigation,Marine Navigation,Biofuel,Biofuel,gallon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,4.52,0,22.5,0,2.91,0,55,0,7.11,0,25,0,3.23,0,821.25,0.01,106.17,0.01,0,0,0,0,0,0,0,0,300.1,0,0.01,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPC,Transportation,Aviation,Aviation,Jet fuel - aviation,Jet fuel,gallon,246497.04,2068.58,29875.44,2068.58,254180.49,2133.06,30806.67,2133.06,247583.58,2077.7,30007.13,2077.7,228389.37,1916.62,27680.79,1916.62,214669.87,1801.49,26017.99,1801.49,226287.36,1898.98,27426.03,1898.98,186530.26,1565.34,22607.47,1565.34,158166.91,1327.32,19169.83,1327.32,210480.7,1766.33,25510.26,1766.33,236753.3,1986.81,28694.5,1986.81,268598,2254.05,32554.08,2254.05,257397.1,2160.05,31196.53,2160.05,254139,2132.71,30801.65,2132.71,226536.6,1901.07,27456.24,1901.07,200710.6,1684.34,20544.92,1684.34,190426.9,1598.04,20293.33,1598.04,167436.7,1405.11,1422531.95,1405.11,169512.5,1422.53,20544.92,1422.53,248090.9,2081.95,30068.62,2081.95,0.646604113380017,0.646337100813113,0.646618091649865,0.646337100813113
GPC,Waste,Landfills,Landfills,Exported solid waste - landfills,CH4,MT,7420036.11,2256528.29,0,6567386.99,6454706.06,1962959.02,0,5712984.68,6366451.22,1936119.59,0,5634871.36,6351754.26,1931650.06,0,5621863.25,6235455.51,1896282.11,0,5518928.59,6163776.94,1874483.74,0,5455486.72,6308840.79,1918599.52,0,5583881.04,6221994.67,1892188.5,0,5507014.56,6191594.39,1882943.38,0,5480107.63,6245818.31,1899433.58,0,5528100.58,6166621.39,1875348.77,0,5458004.32,6205162.84,1887069.72,0,5492116.9,6221001.96,1891886.6,0,5506135.92,6254262.74,1902001.63,0,5535574.65,6264380.99,1905078.73,0,5544530.2,6423022.5,1953323.64,0,5684941.93,6316535.18,1920939.48,0,5590691.26,6266991.55,1905872.63,0,5546840.77,6091930.01,1852634.17,0,5391895.85,-17.8989169366724,-17.8989167470176,0,-17.8989169024133
GPC,Waste,Biological treatment,Biological treatment,CH4 and N2O - composting,CH4 and N2O from composting,MT,26351,5098.92,0,10716.95,36787.16,7118.32,0,14961.34,26374.39,5103.44,0,10726.46,18717.19,3621.78,0,7612.28,20689.42,4003.4,0,8414.39,21730.67,4204.88,0,8837.86,20101.28,3889.6,0,8175.19,18731.65,3624.57,0,7618.16,20562.45,3978.83,0,8362.75,29207.44,5651.64,0,11878.67,36807.66,7122.28,0,14969.67,43783.36,8472.08,0,17806.69,57098.08,11048.48,0,23221.79,72940.27,14113.94,0,29664.81,68451.46,13245.36,0,27839.21,44652.3,8640.22,0,18160.09,39428.22,7629.36,0,16035.46,44698.9,8649.24,0,18179.04,49247.49,9529.39,0,20028.96,86.890402641266,86.8903610960752,0,86.890486565674
GPC,Waste,Wastewater treatment,Wastewater treatment,CH4 - wastewater treatment plants,CH4,MT,6536.09,182356.92,0,530730.54,6834.84,190692.02,0,554988.97,12180.65,339840.11,0,989068.69,11986.32,334418.34,0,973289.23,10704.3,298649.93,0,869189.05,9217.05,257155.7,0,748424.47,9956.32,277781.46,0,808453.58,7499.95,209248.61,0,608995.94,6596.89,184053.35,0,535667.82,5698.74,158994.76,0,462737.43,6118.91,170717.61,0,496855.57,4140.57,115521.82,0,336214.04,3192.28,89064.5,0,259212.82,4986.15,139113.46,0,404875.01,6091.35,169948.59,0,494617.39,2645.06,73797.24,0,214779.05,2270.86,63356.93,0,184393.65,2097.74,58526.93,0,170336.43,1316.5,36730.25,0,106899.51,-79.8579884915905,-79.8580443231877,0,-79.8580443477023
GPC,Waste,Wastewater treatment,Wastewater treatment,N2O - wastewater treatment plants,N2O,MT,285.64,77978.75,0,77978.75,278.32,75981.91,0,75981.91,286.83,78303.24,0,78303.24,291.98,79711.56,0,79711.56,294.02,80266.29,0,80266.29,279.61,76334.62,0,76334.62,278.04,75905.98,0,75905.98,258.62,70604.62,0,70604.62,256.88,70129.07,0,70129.07,255.48,69745.78,0,69745.78,251.31,68607.51,0,68607.51,236.62,64598.14,0,64598.14,248.91,67952.02,0,67952.02,255.27,69689.67,0,69689.67,245.41,66996.1,0,66996.1,213.21,58207.55,0,58207.55,216.15,59009.39,0,59009.39,220.24,60125.01,0,60125.01,225.6,61588.37,0,61588.37,-21.0194650609158,-21.0190340317074,0,-21.0190340317074
